kepid,koi_smet,koi_smet_err1,koi_smet_err2,koi_smass,koi_smass_err1,koi_smass_err2
4139816,-0.46,0.15,-0.15,0.502,0.031,-0.038
4275191,-0.3,0.3,-0.3,0.866,0.082,-0.1
4476123,-0.34,0.3,-0.3,0.821,0.076,-0.093
3351888,0.16,0.15,-0.15,0.935,0.062,-0.043
3453214,-0.1,0.15,-0.15,0.928,0.052,-0.058
3554600,-0.18,0.3,-0.3,0.919,0.083,-0.104
3641726,-0.12,0.3,-0.3,0.824,0.096,-0.078
3734868,-0.1,0.3,-0.25,0.874,0.125,-0.073
3832474,0.21,0.15,-0.2,0.986,0.035,-0.082
8395660,-0.12,0.15,-0.15,0.951,0.07,-0.063
3832474,0.21,0.15,-0.2,0.986,0.035,-0.082
3832474,0.21,0.11,-0.17,0.986,0.028,-0.079
3836375,0.21,0.2,-0.3,1.034,0.089,-0.122
3838486,0.1,0.25,-0.3,0.737,0.058,-0.058
3935914,-0.38,0.3,-0.3,0.901,0.11,-0.09
3940418,0.18,0.2,-0.3,0.891,0.053,-0.084
4049131,-0.04,0.3,-0.3,0.739,0.085,-0.054
4139816,-0.46,0.15,-0.15,0.502,0.031,-0.038
5287983,-0.04,0.25,-0.3,1.03,0.124,-0.138
5358241,0.16,0.15,-0.15,1.026,0.062,-0.062
10875245,0.26,0.1,-0.1,1.113,0.092,-0.05
5358241,0.16,0.15,-0.15,1.026,0.062,-0.062
5358241,0.16,0.15,-0.15,1.026,0.062,-0.062
5358624,0.08,0.15,-0.15,0.855,0.035,-0.049
4544670,-0.16,0.3,-0.3,0.84,0.111,-0.074
4664847,0.36,0.1,-0.3,1.181,0.121,-0.151
4725681,0.1,0.15,-0.15,0.536,0.035,-0.039
4725681,0.1,0.15,-0.15,0.536,0.035,-0.039
4913852,0.28,0.15,-0.15,0.553,0.027,-0.044
4932348,0.36,0.1,-0.3,1.051,0.066,-0.132
4936180,-1.66,0.3,-0.2,0.786,0.062,-0.045
11913073,-0.04,0.3,-0.3,0.926,0.075,-0.108
10875245,0.26,0.1,-0.1,1.113,0.092,-0.05
5021899,0.08,0.25,-0.3,0.934,0.113,-0.085
5077629,-0.4,0.3,-0.3,0.852,0.089,-0.089
5115978,-0.44,0.28,-0.3,0.959,0.121,-0.111
5164255,0.16,0.15,-0.15,0.793,0.054,-0.029
5252423,-0.08,0.3,-0.3,0.733,0.075,-0.061
5252423,-0.08,0.3,-0.3,0.733,0.075,-0.061
5272878,-0.18,0.3,-0.3,0.939,0.098,-0.109
5283542,-0.08,0.25,-0.3,1.072,0.153,-0.153
5649215,-0.12,0.3,-0.3,0.959,0.103,-0.124
5651104,-0.06,0.3,-0.3,0.754,0.095,-0.055
5792202,0.21,0.15,-0.15,0.926,0.032,-0.064
10875245,0.26,0.1,-0.1,1.113,0.092,-0.05
5792202,0.21,0.15,-0.15,0.926,0.032,-0.064
5370302,-0.06,0.25,-0.3,0.989,0.116,-0.116
5372966,-0.4,0.3,-0.3,0.82,0.106,-0.071
5376067,-0.38,0.3,-0.3,0.953,0.107,-0.119
5436502,0.3,0.1,-0.15,1.083,0.1,-0.075
5436502,0.3,0.1,-0.15,1.083,0.1,-0.075
5436502,0.3,0.1,-0.15,1.083,0.1,-0.075
5436502,0.3,0.1,-0.15,1.083,0.1,-0.075
10875245,0.26,0.1,-0.1,1.113,0.092,-0.05
5436502,0.3,0.1,-0.15,1.083,0.1,-0.075
5456651,0.16,0.15,-0.15,0.849,0.025,-0.06
5456651,0.16,0.15,-0.15,0.849,0.025,-0.06
5481416,-0.22,0.3,-0.3,0.683,0.086,-0.053
5531576,0.18,0.15,-0.15,0.759,0.046,-0.027
5531576,0.18,0.15,-0.15,0.759,0.046,-0.027
5534814,-0.1,0.25,-0.3,1.05,0.139,-0.153
6291653,-0.2,0.3,-0.3,0.82,0.096,-0.078
6392727,-0.12,0.3,-0.3,0.973,0.105,-0.126
6422070,0.1,0.25,-0.3,0.974,0.1,-0.111
6428700,0.1,0.25,-0.3,0.785,0.078,-0.056
6428700,0.1,0.25,-0.3,0.785,0.078,-0.056
5792202,0.21,0.15,-0.15,0.926,0.032,-0.064
5794379,-0.22,0.3,-0.3,0.67,0.081,-0.05
5794379,-0.22,0.3,-0.3,0.67,0.081,-0.05
5881688,0.2,0.2,-0.3,1.163,0.151,-0.151
6022556,0.14,0.15,-0.15,1.013,0.056,-0.062
6032497,-0.06,0.3,-0.3,0.989,0.127,-0.115
6061119,-0.52,0.3,-0.3,0.865,0.088,-0.096
6191521,0.16,0.15,-0.1,0.932,0.066,-0.044
6267425,-0.36,0.35,-0.3,0.68,0.093,-0.043
3531558,0,0.15,-0.15,0.961,0.082,-0.055
6276477,0.02,0.25,-0.3,0.891,0.099,-0.082
6863998,0,0.25,-0.3,0.83,0.085,-0.07
6867155,0.12,0.15,-0.15,0.666,0.031,-0.031
6948054,0.04,0.15,-0.15,0.823,0.041,-0.047
6948054,0.04,0.15,-0.15,0.823,0.041,-0.047
6948054,0.04,0.15,-0.15,0.823,0.041,-0.047
6435936,0.26,0.15,-0.15,0.503,0.036,-0.054
6522242,-0.46,0.3,-0.3,0.786,0.094,-0.07
6526710,-0.18,0.3,-0.3,1.041,0.139,-0.139
6587280,0.24,0.2,-0.3,0.927,0.047,-0.095
9471974,0.36,0.1,-0.15,1.247,0.082,-0.067
6587280,0.24,0.2,-0.3,0.927,0.047,-0.095
6599919,-0.26,0.3,-0.3,0.857,0.117,-0.072
6675056,0.08,0.25,-0.3,0.769,0.083,-0.056
6685526,0.14,0.15,-0.15,0.91,0.027,-0.066
6756669,-0.34,0.3,-0.3,0.804,0.1,-0.072
6784235,-0.02,0.25,-0.3,1.026,0.115,-0.14
6849310,0.16,0.15,-0.15,0.956,0.044,-0.059
6849310,0.16,0.15,-0.15,0.956,0.044,-0.059
6849310,0.16,0.15,-0.15,0.956,0.044,-0.059
6862328,0.16,0.15,-0.15,0.904,0.062,-0.039
9471974,0.36,0.1,-0.15,1.247,0.082,-0.067
6862603,-0.04,0.25,-0.3,1.09,0.139,-0.153
7366258,0.16,0.15,-0.15,0.915,0.051,-0.051
7366258,0.16,0.15,-0.15,0.915,0.051,-0.051
7366258,0.16,0.15,-0.15,0.915,0.051,-0.051
7366258,0.16,0.15,-0.15,0.915,0.051,-0.051
7373451,-0.08,0.15,-0.15,0.789,0.044,-0.044
6948054,0.04,0.15,-0.15,0.823,0.041,-0.047
6949607,-0.18,0.15,-0.15,0.586,0.029,-0.036
6949607,-0.18,0.15,-0.15,0.586,0.029,-0.036
7031517,-0.42,0.3,-0.3,0.895,0.089,-0.099
11869052,0,0.3,-0.25,0.937,0.151,-0.088
7109675,0.42,0.05,-0.15,0.882,0.04,-0.029
7109675,0.42,0.05,-0.15,0.882,0.04,-0.029
7118364,0.16,0.15,-0.15,1.014,0.074,-0.056
7134976,0.16,0.15,-0.15,0.793,0.05,-0.029
7134976,0.16,0.15,-0.15,0.793,0.05,-0.029
7135852,-0.06,0.15,-0.15,0.544,0.114,-0.114
7270230,-0.12,0.3,-0.3,0.926,0.085,-0.114
7287995,-0.06,0.15,-0.15,0.64,0.035,-0.029
7287995,-0.06,0.15,-0.15,0.64,0.035,-0.029
7287995,-0.06,0.15,-0.15,0.64,0.035,-0.029
3247396,-0.12,0.15,-0.15,1.333,0.163,-0.199
7303253,-0.24,0.3,-0.3,0.697,0.09,-0.053
5094751,-0.08,0.1,-0.1,1.009,0.057,-0.047
7678434,0.18,0.15,-0.15,0.822,0.053,-0.029
7678434,0.18,0.15,-0.15,0.822,0.053,-0.029
7685981,-0.24,0.3,-0.3,0.968,0.132,-0.12
7708215,0.07,0.25,-0.3,1.036,0.113,-0.139
7373451,-0.08,0.15,-0.15,0.789,0.044,-0.044
7377033,-1.24,0.3,-0.3,0.602,0.048,-0.018
7380537,-0.4,0.35,-0.3,0.699,0.059,-0.072
7434875,0.21,0.2,-0.35,0.891,0.039,-0.097
8349582,0.3,0.15,-0.15,1.053,0.115,-0.057
7434875,0.21,0.2,-0.35,0.891,0.039,-0.097
7434875,0.21,0.2,-0.35,0.891,0.039,-0.097
7455287,-0.12,0.15,-0.15,0.484,0.038,-0.053
7455287,-0.12,0.15,-0.15,0.484,0.038,-0.053
7455287,-0.12,0.15,-0.15,0.484,0.038,-0.053
7458762,-0.02,0.25,-0.3,1.014,0.113,-0.126
7552344,-0.54,0.35,-0.3,0.718,0.111,-0.044
757450,-0.08,0.15,-0.15,0.821,0.061,-0.04
7585481,0.07,0.2,-0.35,1.169,0.141,-0.173
7663691,-0.02,0.25,-0.3,1.079,0.13,-0.145
5812701,0.07,0.15,-0.15,1.386,0.093,-0.076
8013419,-0.14,0.1,-0.1,0.563,0.112,-0.112
8018547,-0.36,0.1,-0.15,0.526,0.034,-0.046
8039892,-0.34,0.3,-0.3,0.914,0.099,-0.109
8150320,-0.02,0.15,-0.15,0.71,0.029,-0.043
8150320,-0.02,0.15,-0.15,0.71,0.029,-0.043
11086270,-0.16,0.15,-0.15,1.019,0.098,-0.098
7767559,-0.26,0.3,-0.3,0.811,0.127,-0.058
7825899,0.34,0.1,-0.15,0.937,0.024,-0.062
7825899,0.34,0.1,-0.15,0.937,0.024,-0.062
7849854,0.14,0.15,-0.15,1.049,0.07,-0.064
7870390,-0.32,0.15,-0.15,0.508,0.037,-0.033
7870390,-0.32,0.15,-0.15,0.508,0.037,-0.033
5094751,-0.08,0.1,-0.1,1.009,0.057,-0.047
7870390,-0.32,0.15,-0.15,0.508,0.037,-0.033
7907423,0,0.15,-0.15,0.44,0.041,-0.076
7907423,0,0.15,-0.15,0.44,0.041,-0.076
7907423,0,0.15,-0.15,0.44,0.041,-0.076
7938496,-0.04,0.25,-0.3,1.009,0.152,-0.124
8490993,-0.04,0.25,-0.35,1.077,0.126,-0.153
8490993,-0.04,0.25,-0.35,1.077,0.126,-0.153
8505670,-0.2,0.15,-0.1,0.609,0.124,-0.101
8505670,-0.2,0.15,-0.1,0.609,0.124,-0.101
8544996,-0.3,0.3,-0.3,0.886,0.088,-0.107
8552202,-0.54,0.3,-0.3,0.813,0.08,-0.08
8150320,-0.02,0.15,-0.15,0.71,0.029,-0.043
8150320,-0.02,0.15,-0.15,0.71,0.029,-0.043
8150320,-0.02,0.15,-0.15,0.71,0.029,-0.043
8180063,-0.34,0.3,-0.3,0.914,0.089,-0.109
8226994,0.14,0.15,-0.15,0.798,0.058,-0.026
8226994,0.14,0.15,-0.15,0.798,0.058,-0.026
8226994,0.14,0.15,-0.15,0.798,0.058,-0.026
8247638,-0.18,0.15,-0.15,0.841,0.06,-0.043
8247638,-0.18,0.15,-0.15,0.841,0.06,-0.043
8247638,-0.18,0.15,-0.15,0.841,0.06,-0.043
11086270,-0.16,0.15,-0.15,1.019,0.098,-0.098
8247638,-0.18,0.15,-0.15,0.841,0.06,-0.043
8255887,0.14,0.25,-0.25,0.94,0.113,-0.085
8256049,-0.28,0.3,-0.3,0.58,0.064,-0.052
8414716,0.21,0.2,-0.35,0.915,0.044,-0.102
9140402,-0.08,0.15,-0.15,0.928,0.039,-0.078
9141746,0.14,0.2,-0.3,1.159,0.164,-0.164
9159275,-0.36,0.3,-0.3,0.843,0.079,-0.097
9166862,0.21,0.2,-0.25,1.153,0.125,-0.152
9166870,0.07,0.25,-0.3,1.075,0.115,-0.14
11449844,0.16,0.15,-0.15,0.973,0.041,-0.07
8605074,-0.24,0.25,-0.3,0.989,0.152,-0.11
8628973,0.16,0.2,-0.3,0.983,0.094,-0.105
8655354,-0.6,0.3,-0.3,0.825,0.096,-0.07
8672910,0.14,0.15,-0.15,0.844,0.06,-0.033
8686150,0.21,0.2,-0.35,1.233,0.153,-0.187
8689031,-0.5,0.3,-0.3,0.806,0.073,-0.09
8689373,0.04,0.25,-0.3,0.869,0.064,-0.092
8689373,0.04,0.25,-0.3,0.869,0.064,-0.092
8689373,0.04,0.25,-0.3,0.869,0.064,-0.092
8826878,-0.14,0.3,-0.3,0.816,0.118,-0.063
5897826,0.16,0.15,-0.15,1.174,0.133,-0.133
8883593,-0.16,0.3,-0.3,0.983,0.12,-0.12
8951215,-0.12,0.25,-0.3,1.091,0.155,-0.155
9016295,-0.08,0.25,-0.3,1.072,0.137,-0.15
9077124,0.02,0.25,-0.3,1.072,0.13,-0.145
9097120,-0.38,0.3,-0.3,0.991,0.123,-0.136
9466668,0.16,0.15,-0.15,0.949,0.08,-0.046
9466668,0.16,0.15,-0.15,0.949,0.08,-0.046
9466668,0.16,0.15,-0.15,0.949,0.08,-0.046
9466668,0.16,0.15,-0.15,0.949,0.08,-0.046
9479273,-0.36,0.15,-0.15,0.71,0.048,-0.031
8359498,0.2,0.15,-0.15,0.95,0.058,-0.058
9171801,-0.14,0.3,-0.3,0.857,0.091,-0.091
9334289,0.16,0.15,-0.15,0.943,0.062,-0.048
9334289,0.16,0.15,-0.15,0.943,0.062,-0.048
9334289,0.16,0.15,-0.15,0.943,0.062,-0.048
9347899,-0.28,0.15,-0.15,0.958,0.076,-0.068
9347899,-0.28,0.15,-0.15,0.958,0.076,-0.068
9347899,-0.28,0.15,-0.15,0.958,0.076,-0.068
9347899,-0.28,0.15,-0.15,0.958,0.076,-0.068
9388479,0.18,0.15,-0.15,0.491,0.034,-0.063
9388479,0.18,0.15,-0.15,0.491,0.034,-0.063
11359879,0.36,0.1,-0.15,1.003,0.046,-0.061
9406990,0.21,0.2,-0.3,0.999,0.067,-0.117
9415172,0.16,0.15,-0.1,0.867,0.064,-0.032
9415172,0.16,0.15,-0.1,0.867,0.064,-0.032
9415172,0.16,0.15,-0.1,0.867,0.064,-0.032
9904059,0.07,0.1,-0.25,2.15,0.05,-0.858
3231341,-0.36,0.15,-0.15,0.884,0.073,-0.054
3231341,-0.36,0.15,-0.15,0.884,0.073,-0.054
3231341,-0.36,0.15,-0.15,0.884,0.073,-0.054
2860866,0.07,0.25,-0.3,1.279,0.165,-0.202
7626506,-0.42,0.15,-0.15,0.776,0.058,-0.039
10460629,-0.32,0.24,-0.3,1.063,0.253,-0.119
10319385,0.36,0.1,-0.15,1.064,0.042,-0.073
10482160,-0.5,0.35,-0.25,0.865,0.087,-0.096
10485069,0.07,0.15,-0.35,1.149,0.206,-0.165
3233043,-0.06,0.3,-0.3,0.905,0.166,-0.149
6579806,-0.3,0.3,-0.3,0.997,0.13,-0.13
3560301,-0.42,0.35,-0.25,1.671,0.203,-0.377
4044005,-0.26,0.25,-0.3,0.998,0.173,-0.115
11502218,-0.22,0.1,-0.15,2.016,0.769,-0.846
11180361,-0.5,0.15,-0.3,2.166,0.377,-0.7
5802246,-0.3,0.3,-0.3,0.819,0.106,-0.071
6066403,-0.24,0.3,-0.3,0.887,0.11,-0.09
6209637,,,,,,
5988031,-0.26,0.3,-0.3,0.954,0.118,-0.107
7684873,-0.14,0.25,-0.3,1.828,0.144,-0.312
8559644,0.18,0.15,-0.15,1.092,0.08,-0.089
2851100,0.21,0.2,-0.35,0.815,0.03,-0.077
3130300,-0.48,0.15,-0.2,1.657,0.131,-0.394
3240158,0.16,0.15,-0.15,1.14,0.068,-0.081
3240158,0.16,0.15,-0.15,1.14,0.068,-0.081
3228959,-0.3,0.3,-0.3,0.938,0.105,-0.117
3218908,0.4,0.05,-0.25,1.808,0.181,-0.578
10341913,-0.24,0.3,-0.25,1.233,0.242,-0.22
10480921,-0.4,0.3,-0.3,0.975,0.135,-0.111
10287723,0.2,0.2,-0.26,0.717,0.054,-0.049
10350571,0.1,0.15,-0.15,1.016,0.093,-0.084
10350571,0.1,0.15,-0.15,1.016,0.093,-0.084
3749365,-0.06,0.2,-0.2,0.534,0.081,-0.132
11013201,-0.18,0.15,-0.1,2.018,0.029,-0.248
11673674,-0.3,0.3,-0.3,0.938,0.132,-0.108
11013201,-0.18,0.15,-0.1,2.018,0.029,-0.248
9414417,-0.12,0.1,-0.1,1.174,0.14,-0.056
3632418,-0.1,0.15,-0.15,1.162,0.147,-0.079
3441784,0.21,0.15,-0.35,1.62,0.204,-0.226
5820218,-0.1,0.35,-0.45,0.582,0.059,-0.088
5876368,-0.38,0.3,-0.3,0.889,0.087,-0.096
5809890,0.02,0.15,-0.15,0.807,0.043,-0.043
5809890,0.02,0.15,-0.15,0.807,0.043,-0.043
6131236,-0.1,0.25,-0.3,1.05,0.142,-0.142
9048161,-0.44,0.3,-0.3,1.089,0.156,-0.191
3218908,0.4,0.05,-0.25,1.808,0.181,-0.578
3218908,0.4,0.05,-0.25,1.808,0.181,-0.578
3235672,,,,,,
2837111,-0.04,0.25,-0.3,1.047,0.129,-0.142
3120276,-0.1,0.3,-0.3,0.95,0.094,-0.115
2307199,-0.32,0.3,-0.3,1.001,0.158,-0.115
3547091,-0.58,0.3,-0.3,0.786,0.073,-0.073
3869825,-0.1,0.25,-0.35,1.256,0.191,-0.174
3655332,-0.04,0.15,-0.15,1.028,0.1,-0.1
4042026,-0.16,0.3,-0.3,0.746,0.103,-0.059
3344419,0.26,0.2,-0.3,0.975,0.094,-0.085
11192141,0,0.15,-0.15,0.931,0.409,-0.022
11494130,-0.28,0.15,-0.15,1.352,0.169,-0.207
5648449,0,0.25,-0.25,1.679,0.094,-0.564
12167361,-0.18,0.25,-0.3,1.737,0.157,-0.269
8607720,-0.33,0.101,-0.101,1.372,0.073,-0.073
1433962,-0.2,0.3,-0.3,0.654,0.066,-0.054
9032900,0.34,0.1,-0.15,1.341,0.125,-0.152
5956342,-0.28,0.15,-0.15,0.881,0.07,-0.051
5956342,-0.28,0.15,-0.15,0.881,0.07,-0.051
5956342,-0.28,0.15,-0.15,0.881,0.07,-0.051
5956342,-0.28,0.15,-0.15,0.881,0.07,-0.051
5956656,0.14,0.15,-0.15,0.933,0.067,-0.043
3109930,-0.28,0.3,-0.3,0.976,0.129,-0.116
2854914,0.06,0.15,-0.15,1.059,0.093,-0.07
2854914,0.06,0.15,-0.15,1.059,0.093,-0.07
3337425,0,0.25,-0.3,0.96,0.125,-0.102
3116412,0,0.15,-0.15,0.968,0.08,-0.066
3865567,-0.1,0.25,-0.3,1.07,0.137,-0.137
3544689,0.07,0.25,-0.3,1.028,0.09,-0.13
4037164,-0.1,0.3,-0.3,0.554,0.057,-0.064
3443790,-0.34,0.35,-0.3,1.378,0.215,-0.323
3966912,-0.12,0.3,-0.3,0.894,0.102,-0.092
8394721,-0.04,0.15,-0.15,1.101,0.109,-0.081
11607193,0.07,0.19,-0.37,1.616,0.368,-0.193
1161345,0.12,0.15,-0.15,0.911,0.036,-0.064
10227501,-0.1,0.3,-0.3,0.799,0.113,-0.061
2854698,0,0.15,-0.15,0.821,0.057,-0.036
2854698,0,0.15,-0.15,0.821,0.057,-0.036
8559644,0.18,0.15,-0.15,1.092,0.08,-0.089
6032981,-1,0.04,-0.2,2.698,0.236,-1.631
5866099,-0.1,0.3,-0.25,0.873,0.123,-0.076
5964985,-0.6,0.22,-0.3,1.18,0.261,-0.144
6066416,-0.68,0.3,-0.3,1.069,0.162,-0.122
1996679,-0.3,0.3,-0.3,0.969,0.153,-0.114
2849805,0.06,0.15,-0.15,0.987,0.068,-0.068
3114811,-0.1,0.15,-0.15,1.497,0.172,-0.229
2853446,-0.14,0.15,-0.15,0.982,0.071,-0.071
3003992,0.04,0.25,-0.3,0.869,0.097,-0.073
3942446,-0.52,0.3,-0.3,0.76,0.123,-0.044
3554031,-0.5,0.15,-0.15,0.59,0.029,-0.029
3554031,-0.5,0.15,-0.15,0.59,0.029,-0.029
3554031,-0.5,0.15,-0.15,0.59,0.029,-0.029
8394721,-0.04,0.15,-0.15,1.101,0.109,-0.081
7295235,0.1,0.15,-0.15,0.96,0.039,-0.073
2302548,0.02,0.15,-0.15,0.816,0.047,-0.041
2302548,0.02,0.15,-0.15,0.816,0.047,-0.041
10743597,0.02,0.22,-0.26,0.956,0.088,-0.092
10743597,0.02,0.25,-0.3,0.956,0.095,-0.104
9818381,0.34,0.1,-0.15,1.227,0.05,-0.082
6124941,-0.46,0.3,-0.25,0.164,0.103,-0.034
6060203,0.16,0.15,-0.15,0.875,0.064,-0.032
5880320,-0.34,0.15,-0.15,0.96,0.088,-0.08
5880320,-0.34,0.15,-0.15,0.96,0.088,-0.08
5880320,-0.34,0.15,-0.15,0.96,0.088,-0.08
3003992,0.04,0.25,-0.3,0.869,0.097,-0.073
6307537,0.3,0.15,-0.3,0.839,0.047,-0.073
6359798,0,0.15,-0.15,0.994,0.074,-0.066
6311681,-0.24,0.3,-0.3,0.865,0.12,-0.08
6365321,-0.08,0.25,-0.3,1.019,0.132,-0.132
6301035,-0.36,0.3,-0.3,0.944,0.14,-0.102
3859079,0.12,0.15,-0.15,0.791,0.028,-0.052
3557493,-0.18,0.22,-0.3,1.085,0.214,-0.135
4061149,-0.22,0.15,-0.15,0.454,0.037,-0.064
3444588,-0.02,0.15,-0.15,0.621,0.028,-0.034
8394721,-0.04,0.15,-0.15,1.101,0.109,-0.081
3962243,0.14,0.15,-0.15,1.037,0.056,-0.068
10743597,0.02,0.22,-0.26,0.956,0.088,-0.092
10015516,-0.5,0.3,-0.26,2.372,0.423,-1.225
10154388,0,0.15,-0.15,0.897,0.061,-0.05
1432789,0.16,0.15,-0.15,1.035,0.079,-0.063
1718189,-0.14,0.3,-0.3,0.97,0.099,-0.122
5880320,-0.34,0.15,-0.15,0.96,0.088,-0.08
5130369,0.07,0.15,-0.6,2.219,0.396,-0.544
6037187,-0.16,0.3,-0.3,0.961,0.132,-0.108
6147122,0.21,0.15,-0.45,1.878,0.172,-0.344
8257407,-0.58,0.3,-0.3,0.959,0.139,-0.126
8218274,-0.06,0.25,-0.3,1.243,0.192,-0.192
3964562,0.21,0.15,-0.65,2.063,0.344,-0.459
5735762,0.18,0.15,-0.15,0.856,0.05,-0.041
6292162,-0.08,0.3,-0.3,0.998,0.127,-0.127
6307521,0.16,0.15,-0.1,0.865,0.064,-0.032
6359320,0,0.25,-0.3,1.016,0.115,-0.127
3848972,-0.24,0.3,-0.3,0.869,0.074,-0.102
3860441,-0.1,0.3,-0.3,0.907,0.082,-0.101
3765771,-0.32,0.15,-0.15,1.148,0.106,-0.171
3557341,-0.22,0.3,-0.3,0.903,0.093,-0.111
3859628,-0.06,0.15,-0.15,0.943,0.052,-0.063
3644071,-0.04,0.26,-0.24,0.889,0.12,-0.064
